銘柄コード,上場区分,銘柄,株価,社名,英文社名,業種,代表者,決算,資本金,住所,電話番号(IR),上場市場,上場年月日,単元株数
3065,東証スタンダード,ライフフーズ,1687.0,ライフフーズ,"Life Foods Co., Ltd.",小売業,大平　毅,2月,"100,000千円",大阪府吹田市江坂町一丁目１３－４１,06-6338-8331,東証スタンダード,2006年12月14日,100株
3066,名証メイン,ＪＢイレブン,646.0,ＪＢイレブン,"JB ELEVEN CO.,LTD.",小売業,新美　司,3月,"1,079,699千円",愛知県名古屋市緑区桶狭間切戸２２１７番地,052-629-1100,名証メイン,2006年12月22日,100株
3067,東証スタンダード,東京一番フーズ,471.0,東京一番フーズ,"TOKYO ICHIBAN FOODS CO .,LTD",小売業,坂本　大地,9月,"530,450千円",東京都新宿区新宿５－６－１新宿やわらぎビル４階,03-5363-2132,東証スタンダード,2006年12月21日,100株
3068,東証スタンダード,ＷＤＩ,3360.0,ＷＤＩ,WDI Corporation.,小売業,清水　謙,3月,"50,000千円",東京都港区六本木５丁目５番地１号　ロアビル８Ｆ,03-3404-3704,東証スタンダード,2006年12月22日,100株
3069,東証スタンダード,ＪＦＬＡホールディングス,165.0,ＪＦＬＡホールディングス,JFLA Holdings Inc.,食料品,檜垣　周作,3月,"3,801,306千円",東京都中央区日本橋蛎殻町一丁目５番６号,03-6311-8892,東証スタンダード,2007年1月12日,100株
3070,東証グロース,ジェリービーンズグループ,118.0,ジェリービーンズグループ,"JELLY BEANS GROUP Co., Ltd.",卸売業,宮崎　明,1月,"1,635,635千円",東京都台東区上野一丁目１６番５号　第二産経ビル,03-3871-0111,東証グロース,2007年2月7日,100株
3071,東証スタンダード,ストリーム,103.0,ストリーム,"Stream Co.,Ltd.",小売業,齊藤　勝久,1月,"924,429千円",東京都港区新橋六丁目１７番２１号　住友不動産御成門駅前ビル５階,03-6823-1125,東証スタンダード,2007年2月20日,100株
3073,東証プライム,ＤＤグループ,1279.0,ＤＤグループ,"DD GROUP Co., Ltd.",小売業,松村　厚久,2月,"100,000千円",東京都港区芝４－１－２３　三田ＮＮビル１８Ｆ,03-6858-6080,東証プライム,2007年3月6日,100株
3074,東証マザーズ,ゴルフパートナー,---,ゴルフパートナー,"GOLF PARTNER CO.,LTD.",小売業,---,---,---,---,---,東証マザーズ,---,1株
3075,東証スタンダード,銚子丸,1507.0,銚子丸,"Choushimaru Co.,Ltd.",小売業,石田　満,5月,"100,000千円",千葉県千葉市美浜区浜田二丁目３９番地,043-350-1266,東証スタンダード,2007年3月7日,100株
3076,東証プライム,あい　ホールディングス,1932.0,あい　ホールディングス,Ai Holdings Corporation,卸売業,佐々木　秀吉,6月,"5,000,000千円",東京都中央区日本橋久松町１２番８号,03-3249-6335,東証プライム,2007年4月2日,100株
3077,東証スタンダード,ホリイフードサービス,360.0,ホリイフードサービス,"Horiifoodservice Co.,Ltd.",小売業,藤田　明久,3月,"100,000千円",茨城県水戸市城南３丁目１０番１７号　カーニープレイス水戸　４階,029-233-5825,東証スタンダード,2007年4月19日,100株
3078,東証1部,ユニバース,---,ユニバース,"UniverseCO.,LTD.",小売業,代表取締役社長　三浦紘一,---,---,青森県八戸市大字長苗代字前田83番地1,0178211888,東証1部,2007年4月24日,100株
3079,東証スタンダード,ディーブイエックス,914.0,ディーブイエックス,DVx Inc.,卸売業,柴崎　浩,3月,"344,457千円",東京都豊島区高田二丁目１７番２２号,03-5985-6123,東証スタンダード,2007年4月25日,100株
3080,東証スタンダード,ジェーソン,707.0,ジェーソン,"JASON CO.,LTD.",小売業,太田万三彦,2月,"320,300千円",千葉県柏市大津ヶ丘二丁目８番５号,04-7193-0911,東証スタンダード,2007年4月26日,100株
3082,東証スタンダード,きちりホールディングス,800.0,きちりホールディングス,"KICHIRI HOLDINGS & Co.,Ltd.",小売業,平川　昌紀,6月,"714,684千円",大阪府大阪市中央区安土町二丁目３番１３号,06-6262-3456,東証スタンダード,2007年7月6日,100株
3083,東証スタンダード,スターシーズ,719.0,スターシーズ,"Star seeds Co.,Ltd.",小売業,植杉　泰久,2月,"50,000千円",東京都港区新橋四丁目２１番３号,03-6721-5891,東証スタンダード,2007年8月7日,100株
3085,東証プライム,アークランドサービスホールディングス,---,アークランドサービスホールディングス,"ARCLAND SERVICE HOLDINGS CO.,LTD.",小売業,坂本　守孝,12月,"1,932,000千円",東京都千代田区神田駿河台四丁目３番地　新お茶の水ビルディング１４階,03-5217-1531,東証プライム,2007年8月30日,100株
3086,東証プライム,Ｊ．フロント　リテイリング,2189.0,Ｊ．フロント　リテイリング,"J.FRONT RETAILING Co.,Ltd.",小売業,小野　圭一,2月,"31,974,000千円",東京都中央区銀座六丁目１０番１号,03-6865-7621,東証プライム,2007年9月3日,100株
3087,東証プライム,ドトール・日レスホールディングス,2331.0,ドトール・日レスホールディングス,"DOUTOR NICHIRES Holdings.,Co Ltd.",小売業,星野　正則,2月,"1,000,000千円",東京都渋谷区猿楽町１０－１１,03-5459-9178,東証プライム,2007年10月1日,100株
3088,東証プライム,マツキヨココカラ＆カンパニー,2221.0,マツキヨココカラ＆カンパニー,MatsukiyoCocokara & Co.,小売業,松本　清雄,3月,"22,051,000千円",千葉県松戸市新松戸東９番地１,03-6845-0005,東証プライム,2007年10月1日,100株
3089,東証スタンダード,テクノアルファ,864.0,テクノアルファ,"Techno Alpha Co.,Ltd.",卸売業,稲垣　映磨,11月,"100,210千円",東京都品川区西五反田２丁目２７－４　明治安田生命五反田ビル,03-5745-9722,東証スタンダード,2007年10月10日,100株
3090,東証JASDAQ（グロース）,ミネルヴァ・ホールディングス,---,ミネルヴァ・ホールディングス,"MinervaHoldingsCO.,LTD.",小売業,会長・社長　中島　成浩,---,---,大阪市中央区農人橋１−１−２２,06-6910-0031,東証JASDAQ（グロース）,2007年10月19日,100株
3091,東証プライム,ブロンコビリー,3560.0,ブロンコビリー,"BRONCO BILLY Co.,LTD.",小売業,竹市　克弘,12月,"2,210,667千円",愛知県名古屋市名東区平和が丘一丁目７５番地,052-857-4129,東証プライム,2007年11月2日,100株
3092,東証プライム,ＺＯＺＯ,5292.0,ＺＯＺＯ,"ZOZO,Inc.",小売業,澤田　宏太郎,3月,"1,359,000千円",千葉県千葉市美浜区中瀬二丁目６番地１,043-213-5171,東証プライム,2007年12月11日,100株
3093,東証プライム,トレジャー・ファクトリー,1624.0,トレジャー・ファクトリー,"Treasure Factory Co.,LTD.",小売業,野坂　英吾,2月,"906,000千円",東京都千代田区外神田４ー１４ー１　秋葉原ＵＤＸビル２０階,03-3880-8822,東証プライム,2007年12月26日,100株
3094,東証スタンダード,スーパーバリュー,916.0,スーパーバリュー,"SUPER VALUE CO.,LTD.",小売業,内田　貴之,2月,"3,513,649千円",埼玉県上尾市愛宕三丁目１番４０号,048-778-3222,東証スタンダード,2008年2月15日,100株
3095,ジ証,大西電気,---,大西電気,"OHNISHI DENKI CO.,LTD.",卸売業,---,---,---,---,---,ジ証,---,100株
3096,東証スタンダード,オーシャンシステム,1141.0,オーシャンシステム,OCEAN SYSTEM CORPORATION,小売業,樋口　勝人,3月,"801,710千円",新潟県三条市西本成寺二丁目２６番５７号,0256-33-3987,東証スタンダード,2008年3月19日,100株
3097,東証プライム,物語コーポレーション,3285.0,物語コーポレーション,The Monogatari Corporation,小売業,加藤　央之,6月,"2,883,000千円",愛知県豊橋市西岩田五丁目７番地の１１,0532-63-8001,東証プライム,2008年3月26日,100株
3098,東証1部,ココカラファイン,---,ココカラファイン,cocokara fine Inc.,小売業,塚本　厚志,3月,"20,184,000千円",神奈川県横浜市港北区新横浜三丁目１７番６号,045-548-5937,東証1部,2008年4月1日,100株
3099,東証プライム,三越伊勢丹ホールディングス,2670.5,三越伊勢丹ホールディングス,Isetan Mitsukoshi Holdings Ltd.,小売業,細谷　敏幸,3月,"51,470,000千円",東京都新宿区新宿五丁目１６番１０号,050-1704-0684,東証プライム,2008年4月1日,100株
3101,東証プライム,東洋紡,952.0,東洋紡,"TOYOBO CO.,LTD.",繊維製品,竹内　郁夫,3月,"51,730,000千円",大阪府大阪市北区梅田一丁目１３番１号,06-6348-3044,東証プライム,1949年5月16日,100株
3103,東証プライム,ユニチカ,142.0,ユニチカ,UNITIKA LTD.,繊維製品,上埜　修司,3月,"100,000千円",大阪府大阪市中央区久太郎町４丁目１番３号　大阪センタービル,06-6281-5721,東証プライム,1949年5月16日,100株
3104,東証プライム,富士紡ホールディングス,5040.0,富士紡ホールディングス,"Fujibo Holdings, Inc.",繊維製品,井上　雅偉,3月,"6,673,000千円",東京都中央区日本橋人形町一丁目１８番１２号,03-3665-7612,東証プライム,1949年5月16日,100株
3105,東証プライム,日清紡ホールディングス,871.1,日清紡ホールディングス,Nisshinbo Holdings Inc.,電気機器,村上　雅洋,12月,"27,774,000千円",東京都中央区日本橋人形町二丁目３１番１１号,03-5695-8833,東証プライム,1949年5月16日,100株
3106,東証プライム,クラボウ,5650.0,倉敷紡績,KURABO INDUSTRIES LTD.,繊維製品,西垣　伸二,3月,"22,040,000千円",岡山県倉敷市本町７番１号,06-6266-5188,東証プライム,1949年5月16日,100株
3107,東証プライム,ダイワボウホールディングス,2972.0,ダイワボウホールディングス,"Daiwabo Holdings Co.,Ltd.",卸売業,西村　幸浩,3月,"21,696,000千円",大阪府大阪市北区中之島３丁目２番４号（中之島フェスティバルタワー・ウェスト２８階）,06-7739-7300,東証プライム,1949年5月16日,100株
3109,東証プライム,シキボウ,1000.0,シキボウ,SHIKIBO LTD.,繊維製品,尻家　正博,3月,"11,336,000千円",大阪府大阪市中央区備後町３丁目２番６号,06-6268-5421,東証プライム,1949年5月16日,100株
3110,東証プライム,日東紡績,5810.0,日東紡績,"NITTO BOSEKI CO.,LTD.",ガラス・土石製品,多田　弘行,3月,"19,699,000千円",福島県福島市郷野目字東１番地,03-4582-5040,東証プライム,1949年5月16日,100株
3111,東証スタンダード,オーミケンシ,299.0,オーミケンシ,"OMIKENSHI CO.,LTD.",繊維製品,高口　彰,3月,"100,000千円",大阪府大阪市中央区南本町四丁目１番１号,06-6205-7300,東証スタンダード,1949年5月16日,100株
3113,東証スタンダード,ＵＮＩＶＡ・Ｏａｋホールディングス,75.0,ＵＮＩＶＡ・Ｏａｋホールディングス,UNIVA Oak Holdings Limited,証券、商品先物取引業,稲葉　秀二,3月,"100,000千円",東京都港区虎ノ門一丁目３番１号,03-6682-9884,東証スタンダード,1949年5月16日,100株
3114,大証,プロジェ・ホールディングス,---,プロジェ・ホールディングス,"PROJEHoldingsCO.,LTD.",繊維製品,代表取締役社長角田豊,---,---,東京都新宿区新宿一丁目9番1号,0353673841,大証,1949年5月14日,1000株
3116,東証プライム,トヨタ紡織,1935.5,トヨタ紡織,TOYOTA BOSHOKU CORPORATION,輸送用機器,白柳　正義,3月,"8,400,000千円",愛知県刈谷市豊田町１丁目１番地,0566-26-0313,東証プライム,1950年8月1日,100株
3117,大証,興和紡績,---,興和紡績,"KOWA SPINNING CO.,LTD.",繊維製品,---,---,---,---,---,大証,---,1000株
3121,東証スタンダード,マーチャント・バンカーズ,290.0,マーチャント・バンカーズ,"MBK Co.,Ltd.",サービス業,高崎　正年,10月,"3,190,167千円",東京都港区西麻布三丁目３番１号　ＳＫＹ西麻布ビル６階,03-6434-5540,東証スタンダード,1949年6月28日,100株
3123,東証スタンダード,サイボー,470.0,サイボー,"SAIBO Co.,Ltd.",繊維製品,飯塚　榮一,3月,"1,402,000千円",埼玉県川口市前川１丁目１番７０号,048-267-5151,東証スタンダード,1961年10月1日,100株
3125,東証2部,新内外綿,---,新内外綿,SHINNAIGAI TEXTILE LTD,繊維製品,長門　秀高,3月,"731,404千円",大阪府大阪市中央区備後町三丁目２番６号,06-4705-3781,東証2部,1950年1月1日,100株
3128,大証,寺田紡績,---,寺田紡績,"TeraboCO.,LTD.",化学,代表取締役社長　大濵二三夫,---,---,大阪府貝塚市津田南町28番55号,0724312424,大証,1961年10月2日,1000株
3129,大証,ファブリカ　トヤマ,---,ファブリカ　トヤマ,FABRICA TOYAMA CORPORATION,機械,---,---,---,---,---,大証,---,1000株
3131,東証スタンダード,シンデン・ハイテックス,2564.0,シンデン・ハイテックス,SHINDEN HIGHTEX CORPORATION,卸売業,鈴木　淳,3月,"1,438,519千円",東京都中央区入船三丁目７番２号,03-3537-0101,東証スタンダード,2015年3月25日,100株
3132,東証プライム,マクニカホールディングス,1719.0,マクニカホールディングス,"MACNICA HOLDINGS, INC.",卸売業,原　一将,3月,"14,040,000千円",神奈川県横浜市港北区新横浜１－６－３,045-470-8980,東証プライム,2015年4月1日,100株
3133,東証グロース,海帆,1187.0,海帆,"kaihan co.,Ltd.",小売業,守田　直貴,3月,"1,684,266千円",愛知県名古屋市中村区名駅４丁目１５‐１５　名古屋総合市場ビル３ＦＯ号,052-586-2666,東証グロース,2015年4月17日,100株
3134,東証スタンダード,Ｈａｍｅｅ,1271.0,Ｈａｍｅｅ,Hamee Corp.,小売業,水島　育大,4月,"598,524千円",神奈川県小田原市栄町二丁目１２番１０号　Ｓｑｕａｒｅ　Ｏ２,0465-25-0260,東証スタンダード,2015年4月20日,100株
3135,東証プライム,マーケットエンタープライズ,1637.0,マーケットエンタープライズ,"MarketEnterprise Co.,Ltd",小売業,小林　泰士,6月,"332,416千円",東京都中央区銀座１－１０－６　銀座ファーストビル２階・３階,03-5159-4060,東証プライム,2015年6月17日,100株
